bit_index,byte_index,bit_in_byte,ones_count,zeros_count,majority_value,reliability,reliability_percent,flip_count,stable_ge_90,stable_ge_95,stable_ge_97,stable_ge_99
1563,195,3,24,6,1,0.8,80.0,6,0,0,0,0
1564,195,4,6,24,0,0.8,80.0,6,0,0,0,0
1565,195,5,30,0,1,1.0,100.0,0,1,1,1,1
1566,195,6,6,24,0,0.8,80.0,6,0,0,0,0
1567,195,7,0,30,0,1.0,100.0,0,1,1,1,1
1568,196,0,0,30,0,1.0,100.0,0,1,1,1,1
1569,196,1,29,1,1,0.9666666666666667,96.66666666666667,1,1,1,0,0
1570,196,2,30,0,1,1.0,100.0,0,1,1,1,1
1571,196,3,2,28,0,0.9333333333333333,93.33333333333333,2,1,0,0,0
1572,196,4,18,12,1,0.6,60.0,12,0,0,0,0
1573,196,5,30,0,1,1.0,100.0,0,1,1,1,1
1574,196,6,30,0,1,1.0,100.0,0,1,1,1,1
1575,196,7,30,0,1,1.0,100.0,0,1,1,1,1
1576,197,0,30,0,1,1.0,100.0,0,1,1,1,1
1577,197,1,30,0,1,1.0,100.0,0,1,1,1,1
1578,197,2,0,30,0,1.0,100.0,0,1,1,1,1
1579,197,3,30,0,1,1.0,100.0,0,1,1,1,1
1580,197,4,0,30,0,1.0,100.0,0,1,1,1,1
1581,197,5,30,0,1,1.0,100.0,0,1,1,1,1
1582,197,6,30,0,1,1.0,100.0,0,1,1,1,1
1583,197,7,0,30,0,1.0,100.0,0,1,1,1,1
1584,198,0,0,30,0,1.0,100.0,0,1,1,1,1
1585,198,1,30,0,1,1.0,100.0,0,1,1,1,1
1586,198,2,0,30,0,1.0,100.0,0,1,1,1,1
1587,198,3,0,30,0,1.0,100.0,0,1,1,1,1
1588,198,4,30,0,1,1.0,100.0,0,1,1,1,1
1589,198,5,30,0,1,1.0,100.0,0,1,1,1,1
1590,198,6,30,0,1,1.0,100.0,0,1,1,1,1
1591,198,7,30,0,1,1.0,100.0,0,1,1,1,1
1592,199,0,30,0,1,1.0,100.0,0,1,1,1,1
1593,199,1,5,25,0,0.8333333333333334,83.33333333333334,5,0,0,0,0
1594,199,2,13,17,0,0.5666666666666667,56.666666666666664,13,0,0,0,0
1595,199,3,0,30,0,1.0,100.0,0,1,1,1,1
1596,199,4,0,30,0,1.0,100.0,0,1,1,1,1
1597,199,5,0,30,0,1.0,100.0,0,1,1,1,1
1598,199,6,0,30,0,1.0,100.0,0,1,1,1,1
1599,199,7,0,30,0,1.0,100.0,0,1,1,1,1
1600,200,0,29,1,1,0.9666666666666667,96.66666666666667,1,1,1,0,0
1601,200,1,0,30,0,1.0,100.0,0,1,1,1,1
1602,200,2,0,30,0,1.0,100.0,0,1,1,1,1
1603,200,3,30,0,1,1.0,100.0,0,1,1,1,1
1604,200,4,11,19,0,0.6333333333333333,63.33333333333333,11,0,0,0,0
1605,200,5,0,30,0,1.0,100.0,0,1,1,1,1
1606,200,6,2,28,0,0.9333333333333333,93.33333333333333,2,1,0,0,0
1607,200,7,30,0,1,1.0,100.0,0,1,1,1,1
1608,201,0,1,29,0,0.9666666666666667,96.66666666666667,1,1,1,0,0
1609,201,1,0,30,0,1.0,100.0,0,1,1,1,1
1610,201,2,7,23,0,0.7666666666666667,76.66666666666667,7,0,0,0,0
1611,201,3,30,0,1,1.0,100.0,0,1,1,1,1
1612,201,4,15,15,1,0.5,50.0,15,0,0,0,0
1613,201,5,18,12,1,0.6,60.0,12,0,0,0,0
1614,201,6,0,30,0,1.0,100.0,0,1,1,1,1
1615,201,7,24,6,1,0.8,80.0,6,0,0,0,0
1616,202,0,30,0,1,1.0,100.0,0,1,1,1,1
1617,202,1,30,0,1,1.0,100.0,0,1,1,1,1
1618,202,2,0,30,0,1.0,100.0,0,1,1,1,1
1619,202,3,30,0,1,1.0,100.0,0,1,1,1,1
1620,202,4,30,0,1,1.0,100.0,0,1,1,1,1
1621,202,5,27,3,1,0.9,90.0,3,1,0,0,0
1622,202,6,0,30,0,1.0,100.0,0,1,1,1,1
1623,202,7,0,30,0,1.0,100.0,0,1,1,1,1
1624,203,0,30,0,1,1.0,100.0,0,1,1,1,1
1625,203,1,0,30,0,1.0,100.0,0,1,1,1,1
1626,203,2,9,21,0,0.7,70.0,9,0,0,0,0
1627,203,3,30,0,1,1.0,100.0,0,1,1,1,1
1628,203,4,30,0,1,1.0,100.0,0,1,1,1,1
1629,203,5,30,0,1,1.0,100.0,0,1,1,1,1
1630,203,6,30,0,1,1.0,100.0,0,1,1,1,1
1631,203,7,0,30,0,1.0,100.0,0,1,1,1,1
1632,204,0,30,0,1,1.0,100.0,0,1,1,1,1
1633,204,1,30,0,1,1.0,100.0,0,1,1,1,1
1634,204,2,0,30,0,1.0,100.0,0,1,1,1,1
1635,204,3,30,0,1,1.0,100.0,0,1,1,1,1
1636,204,4,30,0,1,1.0,100.0,0,1,1,1,1
1637,204,5,30,0,1,1.0,100.0,0,1,1,1,1
1638,204,6,28,2,1,0.9333333333333333,93.33333333333333,2,1,0,0,0
1639,204,7,29,1,1,0.9666666666666667,96.66666666666667,1,1,1,0,0
1640,205,0,30,0,1,1.0,100.0,0,1,1,1,1
1641,205,1,30,0,1,1.0,100.0,0,1,1,1,1
1642,205,2,30,0,1,1.0,100.0,0,1,1,1,1
1643,205,3,0,30,0,1.0,100.0,0,1,1,1,1
1644,205,4,30,0,1,1.0,100.0,0,1,1,1,1
1645,205,5,1,29,0,0.9666666666666667,96.66666666666667,1,1,1,0,0
1646,205,6,30,0,1,1.0,100.0,0,1,1,1,1
1647,205,7,2,28,0,0.9333333333333333,93.33333333333333,2,1,0,0,0
1648,206,0,30,0,1,1.0,100.0,0,1,1,1,1
1649,206,1,29,1,1,0.9666666666666667,96.66666666666667,1,1,1,0,0
1650,206,2,2,28,0,0.9333333333333333,93.33333333333333,2,1,0,0,0
1651,206,3,0,30,0,1.0,100.0,0,1,1,1,1
1652,206,4,30,0,1,1.0,100.0,0,1,1,1,1
1653,206,5,0,30,0,1.0,100.0,0,1,1,1,1
1654,206,6,0,30,0,1.0,100.0,0,1,1,1,1
1655,206,7,12,18,0,0.6,60.0,12,0,0,0,0
1656,207,0,0,30,0,1.0,100.0,0,1,1,1,1
1657,207,1,0,30,0,1.0,100.0,0,1,1,1,1
1658,207,2,30,0,1,1.0,100.0,0,1,1,1,1
1659,207,3,0,30,0,1.0,100.0,0,1,1,1,1
1660,207,4,0,30,0,1.0,100.0,0,1,1,1,1
1661,207,5,6,24,0,0.8,80.0,6,0,0,0,0
1662,207,6,30,0,1,1.0,100.0,0,1,1,1,1
1663,207,7,30,0,1,1.0,100.0,0,1,1,1,1
1664,208,0,30,0,1,1.0,100.0,0,1,1,1,1
1665,208,1,0,30,0,1.0,100.0,0,1,1,1,1
1666,208,2,0,30,0,1.0,100.0,0,1,1,1,1
1667,208,3,0,30,0,1.0,100.0,0,1,1,1,1
1668,208,4,14,16,0,0.5333333333333333,53.333333333333336,14,0,0,0,0
1669,208,5,0,30,0,1.0,100.0,0,1,1,1,1
1670,208,6,0,30,0,1.0,100.0,0,1,1,1,1
1671,208,7,0,30,0,1.0,100.0,0,1,1,1,1
1672,209,0,3,27,0,0.9,90.0,3,1,0,0,0
1673,209,1,0,30,0,1.0,100.0,0,1,1,1,1
1674,209,2,0,30,0,1.0,100.0,0,1,1,1,1
1675,209,3,9,21,0,0.7,70.0,9,0,0,0,0
1676,209,4,0,30,0,1.0,100.0,0,1,1,1,1
1677,209,5,0,30,0,1.0,100.0,0,1,1,1,1
1678,209,6,30,0,1,1.0,100.0,0,1,1,1,1
1679,209,7,30,0,1,1.0,100.0,0,1,1,1,1
1680,210,0,30,0,1,1.0,100.0,0,1,1,1,1
1681,210,1,30,0,1,1.0,100.0,0,1,1,1,1
1682,210,2,30,0,1,1.0,100.0,0,1,1,1,1
1683,210,3,30,0,1,1.0,100.0,0,1,1,1,1
1684,210,4,29,1,1,0.9666666666666667,96.66666666666667,1,1,1,0,0
1685,210,5,0,30,0,1.0,100.0,0,1,1,1,1
1686,210,6,0,30,0,1.0,100.0,0,1,1,1,1
1687,210,7,30,0,1,1.0,100.0,0,1,1,1,1
1688,211,0,0,30,0,1.0,100.0,0,1,1,1,1
1689,211,1,21,9,1,0.7,70.0,9,0,0,0,0
1690,211,2,30,0,1,1.0,100.0,0,1,1,1,1
1691,211,3,30,0,1,1.0,100.0,0,1,1,1,1
1692,211,4,9,21,0,0.7,70.0,9,0,0,0,0
1693,211,5,30,0,1,1.0,100.0,0,1,1,1,1
1694,211,6,30,0,1,1.0,100.0,0,1,1,1,1
1695,211,7,0,30,0,1.0,100.0,0,1,1,1,1
1696,212,0,0,30,0,1.0,100.0,0,1,1,1,1
1697,212,1,30,0,1,1.0,100.0,0,1,1,1,1
1698,212,2,30,0,1,1.0,100.0,0,1,1,1,1
1699,212,3,0,30,0,1.0,100.0,0,1,1,1,1
1700,212,4,30,0,1,1.0,100.0,0,1,1,1,1
1701,212,5,0,30,0,1.0,100.0,0,1,1,1,1
1702,212,6,30,0,1,1.0,100.0,0,1,1,1,1
1703,212,7,0,30,0,1.0,100.0,0,1,1,1,1
1704,213,0,0,30,0,1.0,100.0,0,1,1,1,1
1705,213,1,30,0,1,1.0,100.0,0,1,1,1,1
1706,213,2,30,0,1,1.0,100.0,0,1,1,1,1
1707,213,3,30,0,1,1.0,100.0,0,1,1,1,1
1708,213,4,30,0,1,1.0,100.0,0,1,1,1,1
1709,213,5,0,30,0,1.0,100.0,0,1,1,1,1
1710,213,6,21,9,1,0.7,70.0,9,0,0,0,0
1711,213,7,30,0,1,1.0,100.0,0,1,1,1,1
1712,214,0,30,0,1,1.0,100.0,0,1,1,1,1
1713,214,1,0,30,0,1.0,100.0,0,1,1,1,1
1714,214,2,0,30,0,1.0,100.0,0,1,1,1,1
1715,214,3,0,30,0,1.0,100.0,0,1,1,1,1
1716,214,4,30,0,1,1.0,100.0,0,1,1,1,1
1717,214,5,0,30,0,1.0,100.0,0,1,1,1,1
1718,214,6,30,0,1,1.0,100.0,0,1,1,1,1
1719,214,7,12,18,0,0.6,60.0,12,0,0,0,0
1720,215,0,6,24,0,0.8,80.0,6,0,0,0,0
1721,215,1,0,30,0,1.0,100.0,0,1,1,1,1
1722,215,2,30,0,1,1.0,100.0,0,1,1,1,1
1723,215,3,2,28,0,0.9333333333333333,93.33333333333333,2,1,0,0,0
1724,215,4,30,0,1,1.0,100.0,0,1,1,1,1
1725,215,5,0,30,0,1.0,100.0,0,1,1,1,1
1726,215,6,30,0,1,1.0,100.0,0,1,1,1,1
1727,215,7,30,0,1,1.0,100.0,0,1,1,1,1
1728,216,0,0,30,0,1.0,100.0,0,1,1,1,1
1729,216,1,0,30,0,1.0,100.0,0,1,1,1,1
1730,216,2,30,0,1,1.0,100.0,0,1,1,1,1
1731,216,3,27,3,1,0.9,90.0,3,1,0,0,0
1732,216,4,30,0,1,1.0,100.0,0,1,1,1,1
1733,216,5,30,0,1,1.0,100.0,0,1,1,1,1
1734,216,6,0,30,0,1.0,100.0,0,1,1,1,1
1735,216,7,28,2,1,0.9333333333333333,93.33333333333333,2,1,0,0,0
1736,217,0,30,0,1,1.0,100.0,0,1,1,1,1
1737,217,1,30,0,1,1.0,100.0,0,1,1,1,1
1738,217,2,0,30,0,1.0,100.0,0,1,1,1,1
1739,217,3,0,30,0,1.0,100.0,0,1,1,1,1
1740,217,4,1,29,0,0.9666666666666667,96.66666666666667,1,1,1,0,0
1741,217,5,30,0,1,1.0,100.0,0,1,1,1,1
1742,217,6,0,30,0,1.0,100.0,0,1,1,1,1
1743,217,7,28,2,1,0.9333333333333333,93.33333333333333,2,1,0,0,0
1744,218,0,30,0,1,1.0,100.0,0,1,1,1,1
1745,218,1,26,4,1,0.8666666666666667,86.66666666666667,4,0,0,0,0
1746,218,2,0,30,0,1.0,100.0,0,1,1,1,1
1747,218,3,30,0,1,1.0,100.0,0,1,1,1,1
1748,218,4,30,0,1,1.0,100.0,0,1,1,1,1
1749,218,5,30,0,1,1.0,100.0,0,1,1,1,1
1750,218,6,0,30,0,1.0,100.0,0,1,1,1,1
1751,218,7,30,0,1,1.0,100.0,0,1,1,1,1
1752,219,0,0,30,0,1.0,100.0,0,1,1,1,1
1753,219,1,1,29,0,0.9666666666666667,96.66666666666667,1,1,1,0,0
1754,219,2,4,26,0,0.8666666666666667,86.66666666666667,4,0,0,0,0
1755,219,3,30,0,1,1.0,100.0,0,1,1,1,1
1756,219,4,30,0,1,1.0,100.0,0,1,1,1,1
1757,219,5,30,0,1,1.0,100.0,0,1,1,1,1
1758,219,6,30,0,1,1.0,100.0,0,1,1,1,1
1759,219,7,29,1,1,0.9666666666666667,96.66666666666667,1,1,1,0,0
1760,220,0,30,0,1,1.0,100.0,0,1,1,1,1
1761,220,1,29,1,1,0.9666666666666667,96.66666666666667,1,1,1,0,0
1762,220,2,30,0,1,1.0,100.0,0,1,1,1,1
1763,220,3,1,29,0,0.9666666666666667,96.66666666666667,1,1,1,0,0
1764,220,4,0,30,0,1.0,100.0,0,1,1,1,1
1765,220,5,30,0,1,1.0,100.0,0,1,1,1,1
1766,220,6,30,0,1,1.0,100.0,0,1,1,1,1
1767,220,7,30,0,1,1.0,100.0,0,1,1,1,1
1768,221,0,30,0,1,1.0,100.0,0,1,1,1,1
1769,221,1,0,30,0,1.0,100.0,0,1,1,1,1
1770,221,2,27,3,1,0.9,90.0,3,1,0,0,0
1771,221,3,30,0,1,1.0,100.0,0,1,1,1,1
1772,221,4,30,0,1,1.0,100.0,0,1,1,1,1
1773,221,5,30,0,1,1.0,100.0,0,1,1,1,1
1774,221,6,19,11,1,0.6333333333333333,63.33333333333333,11,0,0,0,0
1775,221,7,2,28,0,0.9333333333333333,93.33333333333333,2,1,0,0,0
1776,222,0,30,0,1,1.0,100.0,0,1,1,1,1
1777,222,1,30,0,1,1.0,100.0,0,1,1,1,1
1778,222,2,30,0,1,1.0,100.0,0,1,1,1,1
1779,222,3,0,30,0,1.0,100.0,0,1,1,1,1
1780,222,4,30,0,1,1.0,100.0,0,1,1,1,1
1781,222,5,30,0,1,1.0,100.0,0,1,1,1,1
1782,222,6,30,0,1,1.0,100.0,0,1,1,1,1
1783,222,7,30,0,1,1.0,100.0,0,1,1,1,1
1784,223,0,0,30,0,1.0,100.0,0,1,1,1,1
1785,223,1,13,17,0,0.5666666666666667,56.666666666666664,13,0,0,0,0
1786,223,2,30,0,1,1.0,100.0,0,1,1,1,1
1787,223,3,30,0,1,1.0,100.0,0,1,1,1,1
1788,223,4,30,0,1,1.0,100.0,0,1,1,1,1
1789,223,5,30,0,1,1.0,100.0,0,1,1,1,1
1790,223,6,30,0,1,1.0,100.0,0,1,1,1,1
1791,223,7,0,30,0,1.0,100.0,0,1,1,1,1
1792,224,0,0,30,0,1.0,100.0,0,1,1,1,1
1793,224,1,0,30,0,1.0,100.0,0,1,1,1,1
1794,224,2,0,30,0,1.0,100.0,0,1,1,1,1
1795,224,3,0,30,0,1.0,100.0,0,1,1,1,1
1796,224,4,19,11,1,0.6333333333333333,63.33333333333333,11,0,0,0,0
1797,224,5,30,0,1,1.0,100.0,0,1,1,1,1
1798,224,6,30,0,1,1.0,100.0,0,1,1,1,1
1799,224,7,28,2,1,0.9333333333333333,93.33333333333333,2,1,0,0,0
1800,225,0,0,30,0,1.0,100.0,0,1,1,1,1
1801,225,1,0,30,0,1.0,100.0,0,1,1,1,1
1802,225,2,1,29,0,0.9666666666666667,96.66666666666667,1,1,1,0,0
1803,225,3,7,23,0,0.7666666666666667,76.66666666666667,7,0,0,0,0
1804,225,4,0,30,0,1.0,100.0,0,1,1,1,1
1805,225,5,0,30,0,1.0,100.0,0,1,1,1,1
1806,225,6,30,0,1,1.0,100.0,0,1,1,1,1
1807,225,7,30,0,1,1.0,100.0,0,1,1,1,1
1808,226,0,24,6,1,0.8,80.0,6,0,0,0,0
1809,226,1,27,3,1,0.9,90.0,3,1,0,0,0
1810,226,2,30,0,1,1.0,100.0,0,1,1,1,1
1811,226,3,0,30,0,1.0,100.0,0,1,1,1,1
1812,226,4,0,30,0,1.0,100.0,0,1,1,1,1
1813,226,5,30,0,1,1.0,100.0,0,1,1,1,1
1814,226,6,30,0,1,1.0,100.0,0,1,1,1,1
1815,226,7,30,0,1,1.0,100.0,0,1,1,1,1
1816,227,0,0,30,0,1.0,100.0,0,1,1,1,1
1817,227,1,0,30,0,1.0,100.0,0,1,1,1,1
1818,227,2,10,20,0,0.6666666666666666,66.66666666666666,10,0,0,0,0
1819,227,3,0,30,0,1.0,100.0,0,1,1,1,1
1820,227,4,30,0,1,1.0,100.0,0,1,1,1,1
1821,227,5,4,26,0,0.8666666666666667,86.66666666666667,4,0,0,0,0
1822,227,6,30,0,1,1.0,100.0,0,1,1,1,1
1823,227,7,30,0,1,1.0,100.0,0,1,1,1,1
1824,228,0,0,30,0,1.0,100.0,0,1,1,1,1
1825,228,1,0,30,0,1.0,100.0,0,1,1,1,1
1826,228,2,30,0,1,1.0,100.0,0,1,1,1,1
1827,228,3,1,29,0,0.9666666666666667,96.66666666666667,1,1,1,0,0
1828,228,4,30,0,1,1.0,100.0,0,1,1,1,1
1829,228,5,30,0,1,1.0,100.0,0,1,1,1,1
1830,228,6,30,0,1,1.0,100.0,0,1,1,1,1
1831,228,7,0,30,0,1.0,100.0,0,1,1,1,1
1832,229,0,30,0,1,1.0,100.0,0,1,1,1,1
1833,229,1,30,0,1,1.0,100.0,0,1,1,1,1
1834,229,2,6,24,0,0.8,80.0,6,0,0,0,0
1835,229,3,30,0,1,1.0,100.0,0,1,1,1,1
1836,229,4,28,2,1,0.9333333333333333,93.33333333333333,2,1,0,0,0
1837,229,5,0,30,0,1.0,100.0,0,1,1,1,1
1838,229,6,30,0,1,1.0,100.0,0,1,1,1,1
1839,229,7,17,13,1,0.5666666666666667,56.666666666666664,13,0,0,0,0
1840,230,0,0,30,0,1.0,100.0,0,1,1,1,1
1841,230,1,0,30,0,1.0,100.0,0,1,1,1,1
1842,230,2,0,30,0,1.0,100.0,0,1,1,1,1
1843,230,3,0,30,0,1.0,100.0,0,1,1,1,1
1844,230,4,0,30,0,1.0,100.0,0,1,1,1,1
1845,230,5,30,0,1,1.0,100.0,0,1,1,1,1
1846,230,6,30,0,1,1.0,100.0,0,1,1,1,1
1847,230,7,0,30,0,1.0,100.0,0,1,1,1,1
1848,231,0,0,30,0,1.0,100.0,0,1,1,1,1
1849,231,1,3,27,0,0.9,90.0,3,1,0,0,0
1850,231,2,0,30,0,1.0,100.0,0,1,1,1,1
1851,231,3,14,16,0,0.5333333333333333,53.333333333333336,14,0,0,0,0
1852,231,4,0,30,0,1.0,100.0,0,1,1,1,1
1853,231,5,0,30,0,1.0,100.0,0,1,1,1,1
1854,231,6,0,30,0,1.0,100.0,0,1,1,1,1
1855,231,7,30,0,1,1.0,100.0,0,1,1,1,1
1856,232,0,0,30,0,1.0,100.0,0,1,1,1,1
1857,232,1,30,0,1,1.0,100.0,0,1,1,1,1
1858,232,2,0,30,0,1.0,100.0,0,1,1,1,1
1859,232,3,24,6,1,0.8,80.0,6,0,0,0,0
1860,232,4,30,0,1,1.0,100.0,0,1,1,1,1
1861,232,5,0,30,0,1.0,100.0,0,1,1,1,1
1862,232,6,0,30,0,1.0,100.0,0,1,1,1,1
1863,232,7,0,30,0,1.0,100.0,0,1,1,1,1
1864,233,0,0,30,0,1.0,100.0,0,1,1,1,1
1865,233,1,30,0,1,1.0,100.0,0,1,1,1,1
1866,233,2,30,0,1,1.0,100.0,0,1,1,1,1
1867,233,3,0,30,0,1.0,100.0,0,1,1,1,1
1868,233,4,28,2,1,0.9333333333333333,93.33333333333333,2,1,0,0,0
1869,233,5,30,0,1,1.0,100.0,0,1,1,1,1
1870,233,6,0,30,0,1.0,100.0,0,1,1,1,1
1871,233,7,0,30,0,1.0,100.0,0,1,1,1,1
1872,234,0,30,0,1,1.0,100.0,0,1,1,1,1
1873,234,1,30,0,1,1.0,100.0,0,1,1,1,1
1874,234,2,0,30,0,1.0,100.0,0,1,1,1,1
1875,234,3,0,30,0,1.0,100.0,0,1,1,1,1
1876,234,4,27,3,1,0.9,90.0,3,1,0,0,0
1877,234,5,0,30,0,1.0,100.0,0,1,1,1,1
1878,234,6,30,0,1,1.0,100.0,0,1,1,1,1
1879,234,7,0,30,0,1.0,100.0,0,1,1,1,1
1880,235,0,6,24,0,0.8,80.0,6,0,0,0,0
1881,235,1,21,9,1,0.7,70.0,9,0,0,0,0
1882,235,2,0,30,0,1.0,100.0,0,1,1,1,1
1883,235,3,0,30,0,1.0,100.0,0,1,1,1,1
1884,235,4,0,30,0,1.0,100.0,0,1,1,1,1
1885,235,5,0,30,0,1.0,100.0,0,1,1,1,1
1886,235,6,30,0,1,1.0,100.0,0,1,1,1,1
1887,235,7,30,0,1,1.0,100.0,0,1,1,1,1
1888,236,0,0,30,0,1.0,100.0,0,1,1,1,1
1889,236,1,0,30,0,1.0,100.0,0,1,1,1,1
1890,236,2,28,2,1,0.9333333333333333,93.33333333333333,2,1,0,0,0
1891,236,3,30,0,1,1.0,100.0,0,1,1,1,1
1892,236,4,0,30,0,1.0,100.0,0,1,1,1,1
1893,236,5,30,0,1,1.0,100.0,0,1,1,1,1
1894,236,6,0,30,0,1.0,100.0,0,1,1,1,1
1895,236,7,30,0,1,1.0,100.0,0,1,1,1,1
1896,237,0,2,28,0,0.9333333333333333,93.33333333333333,2,1,0,0,0
1897,237,1,8,22,0,0.7333333333333333,73.33333333333333,8,0,0,0,0
1898,237,2,29,1,1,0.9666666666666667,96.66666666666667,1,1,1,0,0
1899,237,3,30,0,1,1.0,100.0,0,1,1,1,1
1900,237,4,30,0,1,1.0,100.0,0,1,1,1,1
1901,237,5,30,0,1,1.0,100.0,0,1,1,1,1
1902,237,6,13,17,0,0.5666666666666667,56.666666666666664,13,0,0,0,0
1903,237,7,6,24,0,0.8,80.0,6,0,0,0,0
1904,238,0,0,30,0,1.0,100.0,0,1,1,1,1
1905,238,1,0,30,0,1.0,100.0,0,1,1,1,1
1906,238,2,1,29,0,0.9666666666666667,96.66666666666667,1,1,1,0,0
1907,238,3,30,0,1,1.0,100.0,0,1,1,1,1
1908,238,4,0,30,0,1.0,100.0,0,1,1,1,1
1909,238,5,30,0,1,1.0,100.0,0,1,1,1,1
1910,238,6,0,30,0,1.0,100.0,0,1,1,1,1
1911,238,7,7,23,0,0.7666666666666667,76.66666666666667,7,0,0,0,0
1912,239,0,0,30,0,1.0,100.0,0,1,1,1,1
1913,239,1,30,0,1,1.0,100.0,0,1,1,1,1
1914,239,2,30,0,1,1.0,100.0,0,1,1,1,1
1915,239,3,0,30,0,1.0,100.0,0,1,1,1,1
1916,239,4,0,30,0,1.0,100.0,0,1,1,1,1
1917,239,5,30,0,1,1.0,100.0,0,1,1,1,1
1918,239,6,30,0,1,1.0,100.0,0,1,1,1,1
1919,239,7,2,28,0,0.9333333333333333,93.33333333333333,2,1,0,0,0
1920,240,0,1,29,0,0.9666666666666667,96.66666666666667,1,1,1,0,0
1921,240,1,30,0,1,1.0,100.0,0,1,1,1,1
1922,240,2,29,1,1,0.9666666666666667,96.66666666666667,1,1,1,0,0
1923,240,3,0,30,0,1.0,100.0,0,1,1,1,1
1924,240,4,30,0,1,1.0,100.0,0,1,1,1,1
1925,240,5,0,30,0,1.0,100.0,0,1,1,1,1
1926,240,6,8,22,0,0.7333333333333333,73.33333333333333,8,0,0,0,0
1927,240,7,0,30,0,1.0,100.0,0,1,1,1,1
1928,241,0,30,0,1,1.0,100.0,0,1,1,1,1
1929,241,1,0,30,0,1.0,100.0,0,1,1,1,1
1930,241,2,2,28,0,0.9333333333333333,93.33333333333333,2,1,0,0,0
1931,241,3,30,0,1,1.0,100.0,0,1,1,1,1
1932,241,4,0,30,0,1.0,100.0,0,1,1,1,1
1933,241,5,19,11,1,0.6333333333333333,63.33333333333333,11,0,0,0,0
1934,241,6,27,3,1,0.9,90.0,3,1,0,0,0
1935,241,7,30,0,1,1.0,100.0,0,1,1,1,1
1936,242,0,30,0,1,1.0,100.0,0,1,1,1,1
1937,242,1,0,30,0,1.0,100.0,0,1,1,1,1
1938,242,2,30,0,1,1.0,100.0,0,1,1,1,1
1939,242,3,0,30,0,1.0,100.0,0,1,1,1,1
1940,242,4,25,5,1,0.8333333333333334,83.33333333333334,5,0,0,0,0
1941,242,5,2,28,0,0.9333333333333333,93.33333333333333,2,1,0,0,0
1942,242,6,30,0,1,1.0,100.0,0,1,1,1,1
1943,242,7,0,30,0,1.0,100.0,0,1,1,1,1
1944,243,0,0,30,0,1.0,100.0,0,1,1,1,1
1945,243,1,0,30,0,1.0,100.0,0,1,1,1,1
1946,243,2,30,0,1,1.0,100.0,0,1,1,1,1
1947,243,3,30,0,1,1.0,100.0,0,1,1,1,1
1948,243,4,0,30,0,1.0,100.0,0,1,1,1,1
1949,243,5,30,0,1,1.0,100.0,0,1,1,1,1
1950,243,6,7,23,0,0.7666666666666667,76.66666666666667,7,0,0,0,0
1951,243,7,30,0,1,1.0,100.0,0,1,1,1,1
1952,244,0,0,30,0,1.0,100.0,0,1,1,1,1
1953,244,1,0,30,0,1.0,100.0,0,1,1,1,1
1954,244,2,0,30,0,1.0,100.0,0,1,1,1,1
1955,244,3,0,30,0,1.0,100.0,0,1,1,1,1
1956,244,4,30,0,1,1.0,100.0,0,1,1,1,1
1957,244,5,0,30,0,1.0,100.0,0,1,1,1,1
1958,244,6,30,0,1,1.0,100.0,0,1,1,1,1
1959,244,7,30,0,1,1.0,100.0,0,1,1,1,1
1960,245,0,30,0,1,1.0,100.0,0,1,1,1,1
1961,245,1,30,0,1,1.0,100.0,0,1,1,1,1
1962,245,2,0,30,0,1.0,100.0,0,1,1,1,1
1963,245,3,30,0,1,1.0,100.0,0,1,1,1,1
1964,245,4,30,0,1,1.0,100.0,0,1,1,1,1
1965,245,5,0,30,0,1.0,100.0,0,1,1,1,1
1966,245,6,30,0,1,1.0,100.0,0,1,1,1,1
1967,245,7,0,30,0,1.0,100.0,0,1,1,1,1
1968,246,0,0,30,0,1.0,100.0,0,1,1,1,1
1969,246,1,1,29,0,0.9666666666666667,96.66666666666667,1,1,1,0,0
1970,246,2,0,30,0,1.0,100.0,0,1,1,1,1
1971,246,3,30,0,1,1.0,100.0,0,1,1,1,1
1972,246,4,30,0,1,1.0,100.0,0,1,1,1,1
1973,246,5,0,30,0,1.0,100.0,0,1,1,1,1
1974,246,6,30,0,1,1.0,100.0,0,1,1,1,1
1975,246,7,0,30,0,1.0,100.0,0,1,1,1,1
1976,247,0,30,0,1,1.0,100.0,0,1,1,1,1
1977,247,1,0,30,0,1.0,100.0,0,1,1,1,1
1978,247,2,0,30,0,1.0,100.0,0,1,1,1,1
1979,247,3,0,30,0,1.0,100.0,0,1,1,1,1
1980,247,4,0,30,0,1.0,100.0,0,1,1,1,1
1981,247,5,30,0,1,1.0,100.0,0,1,1,1,1
1982,247,6,0,30,0,1.0,100.0,0,1,1,1,1
1983,247,7,29,1,1,0.9666666666666667,96.66666666666667,1,1,1,0,0
1984,248,0,0,30,0,1.0,100.0,0,1,1,1,1
1985,248,1,0,30,0,1.0,100.0,0,1,1,1,1
1986,248,2,1,29,0,0.9666666666666667,96.66666666666667,1,1,1,0,0
1987,248,3,0,30,0,1.0,100.0,0,1,1,1,1
1988,248,4,0,30,0,1.0,100.0,0,1,1,1,1
1989,248,5,0,30,0,1.0,100.0,0,1,1,1,1
1990,248,6,30,0,1,1.0,100.0,0,1,1,1,1
1991,248,7,0,30,0,1.0,100.0,0,1,1,1,1
1992,249,0,0,30,0,1.0,100.0,0,1,1,1,1
1993,249,1,13,17,0,0.5666666666666667,56.666666666666664,13,0,0,0,0
